cod;descricao;chave
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
3;PROVIVE 1%;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
3;PROVIVE;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
3;PROVIVE;13776
1;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
3;PROVIVE;13776
3;PROVIVE 1%;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROVIVE 1% 50ML 5UN (C1);13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
3;PROVIVE 1%;13776
3;PROVIVE 1%;13776
1;PROVIVE;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
3;PROVIVE;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
3;PROVIVE;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROVIVE 1% 50ML 5UN (C1);13776
3;PROVIVE;13776
3;PROVIVE;13776
1;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
1;PROVIVE;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
3;PROVIVE 1%;13776
1;PROPOFOL 1% 10MG ML F A DE 50ML;13776
1;PROPOFOL 10MG/ML 50ML (UNIAO Q/CLARIS);13776
1;PROPOFOL 1% 5FA 50ML (PROVIVE)(C1) - UNIAO QUIMICA;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) UNIAO QUIMICA C1;13776
1;PROVIVE;13776
3;PROVIVE 1%;13776
3;PROVIVE;13776
1;PROPOFOL 1% 5X50ML P344/98 (PROVIVE) C1 UNIAO QUIMICA;13776
3;PROVIVE 1%;13776
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
3;PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROVIVE (C1);13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROVIVE;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 50ML DE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL 10MG/ML FA;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROVIVE (C1);13781
1;PROVIVE (C1);13781
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 50ML DE;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROVIVE (C1);13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;PROVIVE (C1);13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 50ML DE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
3;PROVIVE;13781
3;PROPOFOL 10MG/ML (C1) 5 AMPOLAS;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
3;PROVIVE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 50ML DE;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
3;PROVIVE 10MG ML EMU INJ CT FA VD INC X 50 ML NO;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
3;PROVIVE;13781
3;PROVIVE;13781
3;PROVIVE 10MG/ML, CAIXA COM 5 FRASCO AMPOLAS COM 50ML DE;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL  10MG/ML 50ML (PROVIVE 1%)  [LISTA C1] (EMB. HOSP.) UNIAO QUIMICA CLARIS;13781
3;PROVIVE 10MG/ML, CAIXA COM 1 FRASCO AMPOLA COM 50ML DE;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;PROPOFOL (C1) 10MG/ML CX C/ 1 FR 50ML - UNIAO QUIMICA - PROVIVE;13781
1;PROPOFOL 10MG/ML FA;13781
1;PROPOFOL 10 MG ML FA X 50 ML - PROVIVE  CX C 1 FA PROVIVE CLARIS;13781
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP(8227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA C.10MG C/30CP (08227);14102
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;ROSUVASTATINA CALCICA 20MG;14122
1;FERRIPOLIMALTOSE FERRO III - IV 5ML FABRICANTE: CLARIS;14159
1;HIDROXIDO FERRICO 100MG/5ML SUCROFER CLARIS;14159
1;HIDROXIDO FERRICO 100MG/5ML AMP;14159
1;SACARATO DE FERRO POLIMALTOSADO 100MG FERRO III/5ML IV (SACARATO DE FERRO POLIMALTOSADO 100MG FERRO III/5ML IV);14159
1;HIDROXIDO FERRICO 20MG 5ML IV CX C 5 AMP (SUCROFER);14159
1;HIDROXIDO FERRICO  SACARATO 20MG/ML AMP 5ML CX C/05 - CLARIS- SUCROFER;14159
3;SUCROFER 20MG/ML, CAIXA COM 10 AMPOLAS COM 5ML DE SOLUÃÃO DE;14159
1;HIDROXIDO DE FERRO POLIMALTOSADO 100MG/5ML AP;14159
1;SACARATO HIDROXIDO FERRICO SUCROFER 20MG ML 5 ML INJ CX C  5 CX C  5 AP SUCROFER U QUIMICA;14159
1;SUCROFER 20MG/ML INJ CX 5 AMP X 5ML IV;14159
1;HIDROXIDO FERRICO 20MG/ML;14159
1;FERRIPOLIMALTOSE FERRO III 100MG - UNIAO QUIM;14159
1;SACARATO DE HIDROXIDO FERRICO 100MG/5ML (SUCROFER) UNIAO QUIMICA;14159
3;NORIPURUM SACARATO HIDROXIDO DE FERRO COM MELHOR;14159
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLÃS H 50MG + 12,5MG, CAIXA COM 30 COMPRIMIDOS REVESTIDOS;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
3;TORLOS H 50MG + 12,5MG TORRENT 30 COMPRIMIDOS REVESTIDOS NA;17359
1;TORLOS H 50MG + 12,5MG CX C/30 COMP/TORRENT;17359
